No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,Accounts,FICO,FICO_Band,Utilization_Band,DTI_Band,DTI_Band_10pct,LoanAmount_Band,Asset_Band,Predicted_Chargeoff_Score
1,19,0,0,0,0,0,0,0,0,1,0,0,0,294,1,2,1,948,0.23864762,45215,0,0,0,0,,,0.020966493,1,,,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
1,25,0,0,0,0,0,0,0,0,0,0,0,1,1605,0,2,0,969,0.166936502,32418,0,0,0,0,,,0.029890801,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,23,0,0,1,0,0,0,0,1,0,0,1,0,2239,1,2,0,405,0.447390373,36493,0,1,11070,0,,674,0.011098019,1,Good,671-680,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
1,23,0,0,0,0,0,0,0,0,0,0,1,0,2507,3,3,1,668,0.26306995,44825,0,0,0,0,,,0.014902398,1,,,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,25,0,0,0,0,0,1,0,1,1,1,0,0,1012,1,1,1,1233,0.263983248,33032,0,0,0,0,,565,0.03732744,1,Poor,561-570,Low (10-30%),Target (<36%),3–5%,No debt,1001-1500,0
1,18,0,0,1,0,0,0,1,1,1,1,1,1,857,3,2,0,44,0.701495129,24030,0,0,0,0,,,0.001831045,1,,,High (60-100%),Target (<36%),<1%,No debt,501-1000,0
1,25,0,0,0,0,0,0,0,0,1,0,0,0,1779,1,2,0,712,0.621714319,44605,1,1,10062,0,,,0.015962336,1,,,High (60-100%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
1,22,0,0,0,0,0,0,0,0,0,0,0,1,314,0,2,0,541,0.344040138,38778,1,0,0,0,,,0.013951209,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,167,1,2,0,161,0.200037417,49602,0,0,0,0,,,0.003245837,1,,,Low (10-30%),Target (<36%),<1%,No debt,<500,0
1,18,0,0,0,0,0,0,0,0,1,0,0,1,816,3,0,0,330.4,0.517100228,25354,0,1,7324.8,0,,,0.013031474,1,,,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),501-1000,0
0,25,0,0,0,0,0,0,0,0,0,0,1,0,1529,1,2,1,706,0.280014319,43947,0,0,0,0,,504,0.016064805,1,Poor,501-510,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2905,2,0,0,510,0,43844,0,0,0,0,,550,0.01163215,1,Poor,541-550,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
0,24,0,0,0,0,0,1,1,0,0,0,0,0,2627,0,0,1,1469,0.230449002,45235,0,0,0,0,,643,0.032474854,1,Fair,641-650,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
0,25,0,0,0,0,0,1,0,1,0,0,0,0,261,0,0,0,215,0.532451251,48086,0,0,0,1,,567,0.004471156,1,Poor,561-570,Moderate (30-60%),Target (<36%),<1%,No debt,<500,1
1,24,0,0,0,0,0,0,0,0,0,0,1,0,2374,0,2,0,515,0,31760,1,0,0,0,,,0.016215365,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,2001-2500,0
1,22,0,0,0,0,0,0,0,0,0,0,1,1,2692,1,1,0,433,0.533629681,25506,0,0,0,0,,,0.016976398,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,23,0,0,0,0,0,1,0,0,0,0,0,0,1558,0,1,0,189,0.204247616,54158,0,1,3902,0,,621,0.003489789,1,Fair,621-630,Low (10-30%),Target (<36%),<1%,Low (1K–5K),1501-2000,0
0,22,0,0,1,0,0,0,0,0,0,1,0,0,1275,1,1,0,923,0.19452787,44979,0,0,0,1,,672,0.020520687,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,1
0,24,0,0,0,0,0,0,1,0,0,0,1,1,802,2,0,1,617,0.197088209,40766,0,0,0,0,,608,0.015135162,1,Fair,601-610,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,20,0,0,0,0,0,0,1,0,0,0,1,1,360,2,2,0,252.8,0.355185428,35985,0,0,0,0,,609,0.007025149,1,Fair,601-610,Moderate (30-60%),Target (<36%),<1%,No debt,<500,0
1,21,0,0,0,0,0,1,0,0,1,0,0,0,952,3,0,0,218.4,0.362849949,25712,0,0,0,0,,,0.008494088,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
0,19,0,0,0,0,0,1,0,0,0,0,0,0,1199,3,1,0,320.8,0.061727653,19858,0,0,0,0,,522,0.016154698,1,Poor,521-530,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
1,20,0,0,0,0,0,0,1,0,0,0,0,0,1567,1,2,0,333.6,0.429911061,29399,1,1,9812.6,0,,,0.011347325,1,,,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),1501-2000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2482,2,2,1,1164,0,49854,0,0,0,0,,,0.023348177,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,2001-2500,0
1,23,0,0,0,0,0,1,0,1,0,0,0,0,1305,3,1,1,382,0,54786,0,0,0,1,,,0.006972584,1,,,Very Low (<10%),Target (<36%),<1%,No debt,1001-1500,1
0,21,0,0,0,0,0,0,0,0,0,0,1,0,2451,1,2,0,346.4,0.348386151,45182,0,1,16903.6,0,,606,0.00766677,1,Fair,601-610,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),2001-2500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2431,3,2,0,414.4,0.047174385,28019,1,0,0,0,,,0.014789964,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,2001-2500,0
0,23,0,0,0,0,0,0,1,0,0,0,1,0,522,3,2,0,182,0.105144674,24595,0,1,3783,0,,582,0.007399878,1,Fair,581-590,Low (10-30%),Target (<36%),<1%,Low (1K–5K),501-1000,0
1,23,0,0,1,0,0,0,0,1,0,0,0,1,1147,0,1,0,918,0.329483566,32312,0,0,0,1,,,0.028410498,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,1
0,21,0,0,0,0,0,0,0,0,0,0,1,0,210,1,2,1,551.2,0,34006,0,1,15084.3,0,,507,0.016208904,1,Poor,501-510,Very Low (<10%),Target (<36%),1–3%,Very High (>15K),<500,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1149,3,2,0,592,0,51458,1,0,0,0,,,0.011504528,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,2242,1,1,0,337.6,0.44968843,26536,0,1,13419.7,0,,543,0.012722339,1,Poor,541-550,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
0,25,0,0,0,0,0,1,1,0,1,0,0,0,605,2,1,0,225,0.290335917,43914,0,0,0,0,,606,0.005123651,1,Fair,601-610,Low (10-30%),Target (<36%),<1%,No debt,501-1000,0
1,19,0,0,0,0,0,1,0,0,1,0,0,0,101,3,1,0,210.4,0.140395133,39164,0,1,5740,0,,,0.005372281,1,,,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),<500,0
1,19,0,0,0,0,0,0,0,0,0,0,1,0,2210,1,1,0,232.8,0.354287617,49028,1,1,13156.5,0,,,0.004748307,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),2001-2500,0
0,25,0,0,0,0,0,1,0,0,1,0,1,0,2811,1,0,0,723,0.404571964,30040,0,0,0,0,,549,0.024067909,1,Poor,541-550,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,1773,1,1,1,1247,0.277179233,29657,0,0,0,0,,631,0.042047409,1,Fair,631-640,Low (10-30%),Target (<36%),3–5%,No debt,1501-2000,0
1,24,0,0,0,0,0,0,1,0,0,0,0,0,1882,1,0,0,88,0,47739,0,0,0,0,,,0.001843357,1,,,Very Low (<10%),Target (<36%),<1%,No debt,1501-2000,0
0,21,0,0,0,0,0,0,0,0,0,1,0,1,931,3,2,0,377.6,0.30630821,40966,1,0,0,1,,557,0.0092174,1,Poor,551-560,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,1
1,18,0,0,0,0,0,1,0,0,1,0,0,0,764,1,0,0,285.6,0.219044643,19208,0,0,0,0,,,0.014868805,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2988,3,0,0,814,0.490385302,29357,0,0,0,0,,659,0.027727629,1,Fair,651-660,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
1,19,0,0,0,0,0,0,0,0,0,1,0,0,1942,1,0,1,1474.4,0,53549,1,1,7681.1,0,,,0.027533661,1,,,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),1501-2000,0
0,19,0,0,0,0,0,1,0,0,1,0,1,0,2876,2,1,0,247.2,0.396628717,38368,0,0,0,0,,641,0.006442869,1,Fair,641-650,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,0
0,23,0,0,0,0,0,1,0,0,1,0,0,0,199,1,0,0,239,0.50101567,33642,0,0,0,0,,561,0.007104215,1,Poor,561-570,Moderate (30-60%),Target (<36%),<1%,No debt,<500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,1,1444,0,0,0,656,0.342190801,48269,0,0,0,0,,518,0.013590503,1,Poor,511-520,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
0,21,0,0,0,0,0,0,0,0,1,0,0,0,795,2,1,0,684,0.313196433,40251,0,0,0,0,,664,0.016993367,1,Fair,661-670,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
0,19,0,0,0,0,0,0,0,0,0,1,0,1,2508,2,1,1,396.8,0,40760,0,1,3505.6,0,,659,0.009735034,1,Fair,651-660,Very Low (<10%),Target (<36%),<1%,Low (1K–5K),>2500,0
0,21,0,0,0,0,0,1,0,0,1,0,0,0,507,2,1,0,31.2,0.32551908,54837,1,1,5415.9,0,,628,0.000568959,1,Fair,621-630,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
1,24,0,0,0,0,0,0,1,0,0,0,0,0,920,3,0,0,668,0.233174052,26673,0,0,0,0,,,0.025044052,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,19,0,0,0,0,0,1,0,0,1,0,0,0,843,1,1,0,201.6,0.185836586,35696,1,0,0,0,,533,0.005647692,1,Poor,531-540,Low (10-30%),Target (<36%),<1%,No debt,501-1000,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,326.4,0.177298196,18218,0,0,0,0,,547,0.017916346,1,Poor,541-550,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2625,3,1,1,1662.4,0.385499567,42903,0,1,12861.1,0,,,0.038747873,1,,,Moderate (30-60%),Target (<36%),3–5%,High (10K–15K),>2500,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,1771,2,0,0,204.8,0.302555176,39804,0,1,14706.3,0,,,0.005145212,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,22,0,0,1,0,0,0,0,1,0,0,1,0,1030,0,0,1,1123,0.239965688,43120,1,1,21889,0,,666,0.026043599,1,Fair,661-670,Low (10-30%),Target (<36%),1–3%,Very High (>15K),1001-1500,0
1,21,0,0,0,0,0,1,1,0,0,0,0,0,844,2,1,0,114.4,0.506000245,25453,0,0,0,0,,,0.004494559,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
1,25,0,0,1,0,0,0,0,1,0,1,1,1,1950,0,0,0,239,0.483371781,31031,1,0,0,1,,,0.007701975,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,1
1,25,0,0,0,0,0,0,1,0,0,0,0,0,1724,0,2,0,666,0.588412627,34767,0,0,0,0,,,0.019156096,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,24,0,0,0,0,0,1,0,0,0,0,1,1,1622,0,2,0,905,0.458814852,33629,1,0,0,0,,,0.026911297,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,19,0,0,0,0,0,1,0,0,1,1,0,1,2020,2,1,0,681.6,0,32570,0,0,0,0,,,0.020927234,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,2001-2500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,2800,1,2,0,135.2,0.105605558,42259,1,1,7520.1,0,,609,0.003199318,1,Fair,601-610,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),>2500,0
1,25,0,0,0,0,0,1,0,1,1,1,1,0,503,3,2,0,932,0.117898114,23663,0,0,0,0,,,0.039386384,1,,,Low (10-30%),Target (<36%),3–5%,No debt,501-1000,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1487,2,0,1,481.6,0.366738415,37665,0,0,0,0,,656,0.012786406,1,Fair,651-660,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
0,20,0,0,0,0,0,1,0,0,0,0,0,0,1880,2,0,0,100.8,0.095151647,20257,0,1,15946.7,0,,567,0.004976058,1,Poor,561-570,Very Low (<10%),Target (<36%),<1%,Very High (>15K),1501-2000,0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,1159,2,2,0,542.4,0.129161715,32772,0,1,11207.7,0,,568,0.016550714,1,Poor,561-570,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
1,18,0,0,1,0,0,0,0,1,0,1,0,0,372,2,0,1,61.6,0.067497256,27610,1,1,2305.8,1,,,0.002231076,1,,,Very Low (<10%),Target (<36%),<1%,Low (1K–5K),<500,1
0,18,0,0,0,0,0,0,1,0,0,0,0,0,2315,3,3,0,757.6,0,31146,1,1,10619.7,0,,597,0.024324151,1,Fair,591-600,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2172,1,0,0,172,0.267829878,47675,0,1,10309,0,,630,0.003607761,1,Fair,621-630,Low (10-30%),Target (<36%),<1%,High (10K–15K),2001-2500,0
1,20,0,0,0,0,0,0,1,0,0,0,1,1,120,3,2,0,34.4,0.372257355,37567,1,1,7473.2,0,,,0.000915697,1,,,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),<500,0
1,20,0,0,0,0,0,0,1,0,0,0,0,0,1967,3,0,1,518.4,0.088370443,26922,0,1,15828.4,0,,,0.019255627,1,,,Very Low (<10%),Target (<36%),1–3%,Very High (>15K),1501-2000,0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,1774,3,0,0,636,0.168752458,36018,1,1,10086.3,0,,587,0.017657838,1,Fair,581-590,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,2026,3,3,0,98.4,0.313639191,51674,1,1,9674,0,,528,0.001904246,1,Poor,521-530,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),2001-2500,0
1,18,0,0,0,0,0,0,1,0,0,0,0,0,2926,2,1,1,42.4,0.439561861,25256,1,0,0,0,,,0.001678809,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,0
1,18,0,0,0,0,0,1,0,0,1,0,0,0,1721,1,2,0,719.2,0.436626818,50938,1,1,9762.2,0,,,0.014119125,1,,,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),1501-2000,0
0,25,0,0,0,0,0,1,0,0,1,0,1,0,1683,3,1,0,454,0.283371398,25923,0,0,0,0,,538,0.017513405,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1395,2,1,0,713.6,0.294149848,22533,0,1,17490.9,0,,,0.031669108,1,,,Low (10-30%),Target (<36%),3–5%,Very High (>15K),1001-1500,0
1,20,0,0,0,0,0,0,0,1,0,0,0,0,1735,3,2,0,532,0.392023105,22100,1,0,0,0,,,0.024072398,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,2915,1,2,1,1660.8,0.209399246,30043,1,1,16214.8,0,,,0.055280764,1,,,Low (10-30%),Target (<36%),5–7%,Very High (>15K),>2500,0
1,22,0,0,0,0,0,0,0,0,0,0,0,1,799,0,0,0,40,0.275776395,52481,0,1,17378,0,,,0.000762181,1,,,Low (10-30%),Target (<36%),<1%,Very High (>15K),501-1000,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1631,3,1,1,1460,0.287117657,30857,1,0,0,0,,660,0.047315034,1,Fair,651-660,Low (10-30%),Target (<36%),3–5%,No debt,1501-2000,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2945,1,2,0,510,0.347279468,53690,0,0,0,0,,532,0.009498976,1,Poor,531-540,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,0
0,19,0,0,0,0,0,1,0,0,0,0,0,0,536,2,2,1,896,0.297888899,34306,0,0,0,0,,672,0.02611788,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
1,20,0,0,0,0,0,0,0,1,0,0,1,0,1917,3,2,0,76,0.247313433,21665,1,1,12248.6,0,,,0.003507962,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),1501-2000,0
1,19,0,0,0,0,0,0,1,0,0,0,1,0,1274,3,1,0,487.2,0,54481,1,1,13186.6,0,,,0.008942567,1,,,Very Low (<10%),Target (<36%),<1%,High (10K–15K),1001-1500,0
0,20,0,0,1,0,0,0,0,1,0,0,1,0,1856,0,1,0,30.4,0.12381478,45268,0,1,7564.2,1,,568,0.000671556,1,Poor,561-570,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),1501-2000,1
1,24,0,0,1,0,0,0,0,1,0,0,0,0,813,2,0,0,758,0.012829536,29855,0,0,0,1,,,0.025389382,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,1
0,18,0,0,1,0,0,0,1,1,0,0,0,0,205,3,2,0,348,0.305326509,25466,0,1,10044.3,1,,501,0.013665279,1,Poor,501-510,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),<500,1
1,19,0,0,1,0,0,0,1,0,0,1,0,0,1473,1,2,0,375.2,0.468690544,23983,0,1,11977.7,1,,,0.015644415,1,,,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),1001-1500,1
0,25,0,0,0,0,0,0,0,1,0,0,0,0,2556,0,1,0,68,0,29971,0,0,0,0,,652,0.00226886,1,Fair,651-660,Very Low (<10%),Target (<36%),<1%,No debt,>2500,0
0,22,0,0,0,0,0,1,0,0,0,0,0,1,2840,1,0,0,189,0.296918108,34060,0,0,0,0,,512,0.005549031,1,Poor,511-520,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2395,0,1,1,311.2,0.368592845,18076,0,1,11895.8,0,,,0.017216198,1,,,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,472,3,1,0,347.2,0,44282,0,0,0,0,,553,0.007840658,1,Poor,551-560,Very Low (<10%),Target (<36%),<1%,No debt,<500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,853,3,2,1,1220.8,0.349381363,28232,0,1,4683.7,0,,,0.043241712,1,,,Moderate (30-60%),Target (<36%),3–5%,Low (1K–5K),501-1000,0
0,23,0,0,0,0,0,0,0,1,0,0,0,0,1071,1,1,0,286,0.18056543,47350,0,0,0,0,,556,0.006040127,1,Poor,551-560,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
1,19,0,0,0,0,0,0,1,0,0,0,0,0,2198,2,2,0,281.6,0.231542404,46677,0,1,15883,0,,,0.00603295,1,,,Low (10-30%),Target (<36%),<1%,Very High (>15K),2001-2500,0
1,20,0,0,0,0,0,0,0,0,1,0,0,0,2212,2,0,0,642.4,0.039970729,45663,0,1,5852,0,,,0.014068283,1,,,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,0
1,18,0,0,0,0,0,1,0,0,1,0,0,0,2813,2,2,1,1260.8,0.075685712,41907,0,0,0,0,,,0.030085666,1,,,Very Low (<10%),Target (<36%),3–5%,No debt,>2500,0
0,24,0,0,1,0,0,0,0,1,0,1,0,1,2494,2,0,1,833,0.147253329,47738,0,0,0,1,,663,0.017449411,1,Fair,661-670,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,1
1,21,0,0,0,0,0,1,0,0,1,0,0,0,2289,2,1,0,443.2,0.142630647,23593,1,1,12734.4,0,,,0.018785233,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
0,19,0,0,0,0,0,0,0,0,1,0,0,1,978,1,1,0,240.8,0.050271355,24918,0,0,0,0,,558,0.009663697,1,Poor,551-560,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
0,22,0,0,0,0,0,0,0,0,0,0,0,1,1219,1,0,0,996,0.280543316,39437,1,0,0,0,,532,0.025255471,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,568,1,0,0,480,0.052109809,53637,0,0,0,0,,,0.008949046,1,,,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2690,0,1,0,511.2,0.505472101,25428,0,0,0,0,,,0.020103823,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,25,0,0,0,0,0,1,0,1,1,1,1,0,1415,0,1,0,359,0.433862459,40943,0,0,0,1,,607,0.008768288,1,Fair,601-610,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,1
1,21,0,0,0,0,0,0,0,1,0,1,0,0,209,1,1,0,13.6,0.31948602,19573,0,0,0,1,,,0.000694835,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,<500,1
0,18,0,0,0,0,0,1,0,0,0,0,1,0,1794,3,1,0,683.2,0.185217003,40415,0,0,0,0,,572,0.016904615,1,Poor,571-580,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
1,22,0,0,1,0,0,0,0,1,0,1,0,0,2474,0,0,0,723,0.097458943,48437,0,1,9749,1,,,0.014926606,1,,,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,1
1,18,0,0,0,0,0,0,0,1,0,0,1,0,1496,1,1,0,444,0.091062883,42225,0,0,0,0,,,0.010515098,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,21,0,0,0,0,0,0,1,0,0,0,0,1,224,3,1,0,315.2,0.651547289,19595,0,1,6764.1,0,,516,0.016085736,1,Poor,511-520,High (60-100%),Target (<36%),1–3%,Moderate (5K–10K),<500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,1,1960,0,1,1,1353,0.25484411,48706,0,1,2461,0,,658,0.027778918,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),1501-2000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1543,3,1,0,34.4,0.145191929,45011,0,0,0,0,,,0.000764258,1,,,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1356,0,2,1,1019,0.095301126,45541,0,0,0,0,,664,0.022375442,1,Fair,661-670,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
1,25,0,0,0,0,0,1,0,0,1,0,0,0,2935,0,0,0,726,0.224995748,23505,0,0,0,0,,,0.030887045,1,,,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
0,20,0,0,0,0,0,1,0,0,0,0,0,0,543,2,1,0,122.4,0.164226556,24155,0,0,0,0,,659,0.005067274,1,Fair,651-660,Low (10-30%),Target (<36%),<1%,No debt,501-1000,0
1,25,0,0,0,0,0,1,0,0,1,0,1,0,1189,3,2,1,1084,0.173023127,28479,0,0,0,0,,,0.038063134,1,,,Low (10-30%),Target (<36%),3–5%,No debt,1001-1500,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,743,3,1,0,716,0.472684477,39169,0,1,17046.4,0,,,0.018279762,1,,,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),501-1000,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2503,0,0,0,386.4,0.451173839,28507,1,1,6310.5,0,,581,0.013554566,1,Fair,581-590,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
0,18,0,0,0,0,0,1,0,0,1,0,1,0,214,0,0,0,102.4,0.477144537,48283,0,1,14584.5,0,,548,0.002120829,1,Poor,541-550,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),<500,0
0,24,0,0,0,0,0,1,0,0,0,0,1,1,1243,1,1,0,705,0.240559414,22685,0,0,0,0,,565,0.031077805,1,Poor,561-570,Low (10-30%),Target (<36%),3–5%,No debt,1001-1500,0
0,25,0,0,0,0,0,0,0,0,0,0,0,1,318,3,1,0,624,0.081749827,30624,1,0,0,0,,588,0.020376176,1,Fair,581-590,Very Low (<10%),Target (<36%),1–3%,No debt,<500,0
1,24,0,0,0,0,0,0,0,0,1,0,1,1,765,2,2,0,991,0.588546468,26681,0,0,0,0,,,0.037142536,1,,,Moderate (30-60%),Target (<36%),3–5%,No debt,501-1000,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2716,1,1,1,1468,0.374865632,31531,0,0,0,0,,512,0.046557356,1,Poor,511-520,Moderate (30-60%),Target (<36%),3–5%,No debt,>2500,0
0,25,0,0,1,0,0,1,0,1,1,1,0,0,2750,1,0,0,788,0.219422129,54019,1,0,0,1,,578,0.01458746,1,Poor,571-580,Low (10-30%),Target (<36%),1–3%,No debt,>2500,1
0,22,0,0,0,0,0,0,1,0,0,0,0,0,2400,0,0,0,647,0.733842572,41501,1,1,6887,0,,677,0.015589986,1,Good,671-680,High (60-100%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,2462,0,1,0,616.8,0.306050189,37734,1,0,0,0,,580,0.016346001,1,Fair,571-580,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,18,0,0,0,0,0,0,0,1,0,1,0,0,1892,2,2,0,491.2,0.11319932,29503,0,1,10196.9,0,,517,0.016649154,1,Poor,511-520,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
1,24,0,0,0,0,0,0,0,0,0,0,0,0,2812,1,1,1,1544,0.327483199,37070,0,0,0,0,,,0.041650931,1,,,Moderate (30-60%),Target (<36%),3–5%,No debt,>2500,0
1,22,0,0,0,0,0,0,0,1,1,0,0,1,2347,2,0,0,266,0.242863031,23057,0,0,0,0,,,0.011536627,1,,,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,24,0,0,0,0,0,1,0,0,1,0,1,1,152,3,0,0,471,0.433071798,47055,1,1,2885,0,,620,0.010009563,1,Fair,611-620,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),<500,0
